,x,y,z,yaw,time
0,2.4002590549392693e-18,-8.06210853037647e-15,1.014999999999999,-0.11407288676131452,0.0
1,3.098223961067221e-06,-3.356197917819932e-10,1.014999999857899,-0.1140734390067657,0.0016697508789932744
2,1.2386989821325445e-05,-2.6431617882476833e-09,1.014999998873199,-0.11407509560580842,0.003339501757986549
3,2.7857438546372713e-05,-8.87353512576794e-09,1.0149999962083378,-0.1140778565584427,0.0050092526369798236
4,4.950071110180468e-05,-2.097742864862885e-08,1.0149999910258045,-0.11408172186466851,0.006679003515973098
5,7.730794845321698e-05,-4.090531897114023e-08,1.014999982488139,-0.11408669152448588,0.008348754394966372
6,0.00011127029156620529,-7.060747047763569e-08,1.0149999697579328,-0.1140927655378948,0.010018505273959647
7,0.00015137888140636524,-1.1203393532247246e-07,1.0149999519978274,-0.11409994390489525,0.01168825615295292
8,0.0001976248589392925,-1.6713455343003173e-07,1.0149999283705158,-0.11410822662548727,0.013358007031946196
9,0.00024999936513058266,-2.3785895249471822e-07,1.0149998980387414,-0.11411761369967081,0.01502775791093947
10,0.00030849354094583133,-3.261565479809603e-07,1.0149998601652983,-0.11412810512744592,0.016697508789932744
11,0.0003730985273506344,-4.3397654312321066e-07,1.0149998139130323,-0.11413970090881256,0.01836725966892602
12,0.0004438054653105873,-5.63267928925945e-07,1.014999758444839,-0.11415240104377077,0.020037010547919294
13,0.0005206054957912857,-7.159794841636633e-07,1.0149996929236655,-0.11416620553232051,0.02170676142691257
14,0.0006034897597583252,-8.940597753808887e-07,1.0149996165125097,-0.11418111437446181,0.02337651230590584
15,0.0006924493981773015,-1.0994571568921688e-06,1.0149995283744202,-0.11419712757019465,0.025046263184899116
16,0.0007874755520138106,-1.3341197707820748e-06,1.0149994276724963,-0.11421424511951904,0.02671601406389239
17,0.0008885593622334475,-1.5999955469052013e-06,1.0149993135698885,-0.11423246702243497,0.028385764942885666
18,0.0009956919698018082,-1.8990322028861668e-06,1.014999185229798,-0.11425179327894246,0.03005551582187894
19,0.0011088645156844884,-2.2331772441196134e-06,1.0149990418154766,-0.11427222388904149,0.031725266700872216
20,0.0012280681408470835,-2.6043779637702064e-06,1.0149988824902274,-0.11429375885273206,0.03339501757986549
21,0.0013532939862551897,-3.0145814427726378e-06,1.014998706417404,-0.11431639817001418,0.03506476845885877
22,0.001484533192874402,-3.4657345498316178e-06,1.0149985127604109,-0.11434014184088785,0.03673451933785204
23,0.001621776901670316,-3.959783941421885e-06,1.0149983006827037,-0.11436498986535308,0.03840427021684531
24,0.0017650162536085284,-4.4986760617882015e-06,1.0149980693477887,-0.11439094224340984,0.04007402109583859
25,0.0019142423896546335,-5.084357142945352e-06,1.0149978179192227,-0.11441799897505815,0.04174377197483186
26,0.0020694464507742287,-5.718773204678145e-06,1.0149975455606137,-0.11444616006029802,0.04341352285382514
27,0.002230619577932907,-6.403870054541408e-06,1.014997251435621,-0.11447542549912942,0.04508327373281841
28,0.002397752912096266,-7.141593287860002e-06,1.0149969347079535,-0.11450579529155239,0.04675302461181168
29,0.002570837594229901,-7.933888287728807e-06,1.0149965945413721,-0.1145372694375669,0.04842277549080496
30,0.0027498647652994075,-8.782700225012723e-06,1.0149962300996884,-0.11456984793717294,0.05009252636979823
31,0.0029348255662703816,-9.689974058346685e-06,1.014995840546764,-0.11460353079037054,0.05176227724879151
32,0.003125711138108418,-1.065765453413563e-05,1.0149954250465125,-0.11463831799715969,0.05343202812778478
33,0.0033225126217791127,-1.1687686186554543e-05,1.0149949827628975,-0.11467420955754039,0.055101779006778054
34,0.003525221158248062,-1.2782013337548421e-05,1.0149945128599336,-0.11471120547151262,0.05677152988577133
35,0.0037338278884808613,-1.3942580096832284e-05,1.0149940145016867,-0.11474930573907641,0.058441280764764604
36,0.003948323953443106,-1.5171330361891181e-05,1.014993486852273,-0.11478851036023174,0.06011103164375788
37,0.004168700494100391,-1.6470207817980174e-05,1.0149929290758597,-0.11482881933497863,0.061780782522751154
38,0.0043949486514183135,-1.7841155938124366e-05,1.0149923403366652,-0.11487023266331707,0.06345053340174443
39,0.0046270595663624675,-1.9286117983118865e-05,1.0149917197989584,-0.11491275034524705,0.0651202842807377
40,0.00486502437989845,-2.0807037001528824e-05,1.014991066627059,-0.11495637238076857,0.06679003515973098
41,0.005108834232991858,-2.2405855829689404e-05,1.0149903799853377,-0.11500109876988164,0.06845978603872425
42,0.005358480266608284,-2.408451709170579e-05,1.0149896590382161,-0.11504692951258627,0.07012953691771753
43,0.005613953621713322,-2.584496319945318e-05,1.0149889029501666,-0.11509386460888243,0.0717992877967108
44,0.005875245439272575,-2.7689136352576835e-05,1.0149881108857122,-0.11514190405877014,0.07346903867570408
45,0.006142346860251633,-2.9618978538492e-05,1.014987282009427,-0.11519104786224942,0.07513878955469735
46,0.0064152490256160905,-3.163643153238396e-05,1.0149864154859363,-0.11524129601932022,0.07680854043369062
47,0.006693943076331549,-3.3743436897208026e-05,1.0149855104799153,-0.11529264852998258,0.0784782913126839
48,0.0069784201533635995,-3.594193598368953e-05,1.0149845661560908,-0.1153451053942365,0.08014804219167718
49,0.007268671397677837,-3.8233869930323806e-05,1.0149835816792403,-0.11539866661208194,0.08181779307067044
50,0.007564687950239861,-4.062117966337626e-05,1.0149825562141919,-0.11545333218351894,0.08348754394966372
51,0.007866460952015264,-4.310580589688229e-05,1.014981488925825,-0.11550910210854749,0.085157294828657
52,0.008173981543969646,-4.568968913264732e-05,1.0149803789790697,-0.11556597638716759,0.08682704570765028
53,0.008487240867068592,-4.8374769660246765e-05,1.0149792255389065,-0.11562395501937922,0.08849679658664354
54,0.008806230062277714,-5.1162987557026155e-05,1.0149780277703673,-0.11568303800518241,0.09016654746563682
55,0.009130940270562595,-5.405628268810096e-05,1.0149767848385343,-0.11574322534457715,0.0918362983446301
56,0.009461362632888833,-5.705659470635668e-05,1.0149754959085413,-0.11580451703756343,0.09350604922362336
57,0.009797488290222025,-6.01658630524489e-05,1.0149741601455724,-0.11586691308414128,0.09517580010261664
