,x,y,z
25888,-0.17594213104492595,0.2485212636987632,1
25889,-0.17547224612916257,0.247916764023197,1
25890,-0.17500205878962988,0.24731353740934625,1
25891,-0.17453156877477055,0.24671158492207101,1
25892,-0.1740607758330277,0.24611090762623294,1
25893,-0.17358967971284794,0.24551150658669785,1
25894,-0.1731182801626741,0.2449133828683272,1
25895,-0.17264657693094926,0.24431653753598082,1
25896,-0.17217456976611994,0.24372097165452633,1
25897,-0.17170225841662917,0.24312668628882395,1
25898,-0.1712296426309209,0.24253368250373658,1
25899,-0.17075672215743803,0.2419419613641251,1
25900,-0.1702834967446275,0.24135152393485565,1
25901,-0.16980996614093197,0.24076237128078914,1
25902,-0.16933613009479437,0.24017450446678656,1
25903,-0.16886198835466149,0.23958792455771433,1
25904,-0.16838754066897615,0.23900263261843352,1
25905,-0.16791278678618254,0.2384186297138065,1
25906,-0.16743772645472327,0.2378359169086945,1
25907,-0.16696235942304544,0.23725449526796333,1
25908,-0.16648668543959178,0.23667436585647422,1
25909,-0.16601070425280506,0.23609552973908837,1
25910,-0.16553441561113225,0.2355179879806713,1
25911,-0.1650578192630161,0.2349417416460849,1
25912,-0.16458091495690047,0.23436679180019104,1
25913,-0.16410370244122857,0.23379313950785147,1
25914,-0.16362618146444702,0.2332207858339318,1
25915,-0.16314835177499887,0.23264973184329318,1
25916,-0.16267021312132662,0.2320799786007965,1
25917,-0.16219176525187734,0.23151152717130807,1
25918,-0.1617130079150937,0.2309443786196883,1
25919,-0.16123394085942006,0.23037853401080094,1
25920,-0.16075456383329895,0.22981399440950656,1
25921,-0.16027487658517736,0.22925076088067126,1
25922,-0.15979487886349808,0.2286888344891559,1
25923,-0.15931457041670405,0.22812821629982105,1
25924,-0.15883395099324193,0.22756890737753377,1
25925,-0.15835302034155446,0.22701090878715474,1
25926,-0.1578717782100862,0.22645422159354656,1
25927,-0.15739022434727956,0.22589884686157025,1
25928,-0.1569083585015814,0.2253447856560919,1
25929,-0.15642618042143486,0.22479203904197226,1
25930,-0.15594368985528223,0.22424060808407337,1
25931,-0.15546088655157092,0.2236904938472602,1
25932,-0.15497777025874349,0.22314169739639406,1
25933,-0.15449434072524404,0.2225942197963377,1
25934,-0.15401059769951542,0.22204806211195255,1
25935,-0.15352654093000434,0.22150322540810413,1
25936,-0.15304217016515387,0.22095971074965398,1
25937,-0.15255748515340678,0.22041751920146263,1
25938,-0.15207248564320963,0.21987665182839644,1
25939,-0.15158717138300565,0.21933710969531645,1
25940,-0.15110154212123866,0.21879889386708506,1
25941,-0.15061559760635157,0.21826200540856405,1
25942,-0.1501293375867913,0.2177264453846186,1
25943,-0.14964276181100056,0.21719221486011003,1
25944,-0.1491558700274223,0.21665931489989954,1
25945,-0.14866866198450318,0.21612774656885342,1
25946,-0.14818113743068612,0.21559751093183205,1
25947,-0.14769329611441528,0.21506860905369884,1
25948,-0.14720513778413336,0.2145410419993145,1
25949,-0.14671666218828733,0.2140148108335448,1
25950,-0.14622786907531998,0.2134899166212515,1
25951,-0.14573875819367405,0.21296636042729472,1
25952,-0.14524932929179646,0.2124441433165411,1
25953,-0.14475958211813006,0.21192326635385178,1
25954,-0.1442695164211188,0.21140373060408907,1
25955,-0.14377913194920566,0.21088553713211472,1
25956,-0.1432884284508375,0.21036868700279376,1
25957,-0.1427974056744571,0.2098531812809879,1
25958,-0.14230606336850715,0.209339021031558,1
25959,-0.1418144012814347,0.2088262073193704,1
25960,-0.14132241916168248,0.20831474120928573,1
25961,-0.14083011675769452,0.2078046237661667,1
25962,-0.14033749381791372,0.20729585605487466,1
25963,-0.139844550090787,0.20678843914027567,1
25964,-0.13935128532475716,0.2062823740872305,1
25965,-0.1388576992682668,0.20577766196060032,1
25966,-0.13836379166976298,0.20527430382525091,1
25967,-0.1378695622776886,0.2047723007460437,1
25968,-0.13737501084048598,0.2042716537878403,1
25969,-0.13688013710660252,0.20377236401550503,1
25970,-0.13638494082448094,0.20327443249390054,1
25971,-0.1358894217425652,0.20277786028788858,1
25972,-0.13539357960929793,0.20228264846233124,1
25973,-0.1348974141731265,0.2017887980820935,1
25974,-0.13440092518249336,0.20129631021203687,1
25975,-0.13390411238584127,0.2008051859170228,1
25976,-0.1334069755316174,0.20031542626191612,1
25977,-0.13290951436826431,0.19982703231157872,1
25978,-0.13241172864422618,0.19934000513087335,1
25979,-0.13191361810794583,0.19885434578466143,1
25980,-0.1314151825078702,0.19837005533780838,1
25981,-0.13091642159244193,0.19788713485517473,1
25982,-0.130417335110104,0.1974055854016229,1
25983,-0.1299179228093032,0.19692540804201775,1
25984,-0.1294181844384823,0.19644660384122115,1
25985,-0.1289181197460854,0.19596917386409507,1
25986,-0.12841772848055544,0.19549311917550138,1
25987,-0.1279170103903392,0.19501844084030528,1
25988,-0.12741596522387955,0.1945451399233682,1
25989,-0.12691459272961914,0.19407321748955175,1
25990,-0.12641289265600508,0.19360267460372083,1
25991,-0.12591086475147995,0.19313351233073728,1
25992,-0.12540850876448795,0.19266573173546364,1
25993,-0.12490582444347192,0.19219933388276111,1
25994,-0.12440281153687871,0.19173431983749512,1
25995,-0.12389946979315108,0.1912706906645275,1
25996,-0.123395798960732,0.19080844742871894,1
25997,-0.12289179878806811,0.1903475911949355,1
25998,-0.12238746902360237,0.18988812302803804,1
25999,-0.12188280941577884,0.18943004399288943,1
26000,-0.12137781971304035,0.18897335515435076,1
26001,-0.12087249966383373,0.18851805757728846,1
26002,-0.120366849016602,0.18806415232656282,1
26003,-0.11986086751978753,0.18761164046703538,1
26004,-0.1193545549218375,0.1871605230635719,1
26005,-0.11884791097119474,0.18671080118103323,1
26006,-0.11834093541630325,0.1862624758842829,1
26007,-0.11783362800560593,0.18581554823818158,1
26008,-0.11732598848754949,0.18537001930759467,1
26009,-0.11681801661057689,0.18492589015738414,1
26010,-0.1163097121231309,0.18448316185241087,1
26011,-0.11580107477365836,0.18404183545754005,1
26012,-0.11529210431060216,0.18360191203763376,1
26013,-0.11478280048240619,0.183163392657554,1
26014,-0.1142731630375135,0.1827262783821627,1
26015,-0.113763191724371,0.182290570276325,1
26016,-0.11325288629142133,0.18185626940490207,1
26017,-0.11274224648710723,0.18142337683275567,1
26018,-0.11223127205987565,0.1809918936247511,1
26019,-0.11171996275816953,0.18056182084574923,1
26020,-0.11120831833043304,0.1801331595606135,1
